tokenID,Tier,Genesis,Avatar,Background,Shaft,Axe Head,Accessory,Necklace,Pommel,Mage Hat,Holiday Hat,Sunglasses,Pipe,Trait Count,Tier Score,Genesis Score,Avatar Score,Background Score,Shaft Score,Axe Head Score,Accessory Score,Necklace Score,Pommel Score,Mage Hat Score,Holiday Hat Score,Sunglasses Score,Pipe Score,Trait Count Score,Total Score,Rank
7117,Worker,V3,Tundra Elf,Pixeled Sun,Emerald Plate Banded,Stacked Slicer,Gold eyed Skull,None,Sky Diamond,None,None,None,None,8,1.138141983,2.094240838,18.26484018,140.3508772,320,53.33333333,258.0645161,1.106960011,96.38554217,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,902.2774042,542
5830,Worker,V1,Sunsoul Dwarf,Big Pixel Lemon,Titanium Banded,Rock Wedge,Lucky Horse Shoe,None,Yellow Apatite,Orange Mage Hat,None,None,None,9,1.138141983,2.666666667,17.77777778,121.2121212,145.4545455,80,181.8181818,1.106960011,126.984127,200,1.009591116,1.006036217,1.001627645,20.88772846,902.0635053,543
7738,Novice,V1,Harbor Dwarf,Gradient Pixeled Aqua,Toucan Multilayered,Steel Gutknife,None,Sapphire Pendant,Diamond Hands,None,None,None,None,8,10,2.666666667,17.7383592,250,400,53.33333333,1.429337145,68.96551724,86.02150538,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,901.6936714,544
7356,Novice,V1,Harbor Cyclops,Pixeled Sandstorm,Urban Camo Triple,Pulveriser 3000,Wen Moon,Ruby Pendant,Rising Phoenix,None,None,None,None,9,10,2.666666667,17.7383592,145.4545455,266.6666667,80,205.1282051,69.56521739,79.20792079,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,901.3636254,545
7709,Novice,V1,Desert Cyclops,Gradient Pixeled Sun,Osmium Leatherbound,Ornate Gemcutter,None,Sapphire Pendant,Rose Quartz,None,None,None,None,8,10,2.666666667,18.82352941,235.2941176,400,50,1.429337145,68.96551724,102.5641026,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,901.2822231,546
7494,Novice,V1,Galactic Orc,Pixeled Grape,Lavacore Banded,Hydraulic Rock Piercer,Crossbones,None,Silver Spade,None,None,None,None,8,10,2.666666667,16.59751037,145.4545455,320,53.33333333,235.2941176,1.106960011,105.2631579,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,901.2552438,547
7407,Novice,V1,Desert Orc,Pixeled Sandstorm,Zebra Tapered,Mega Spike,Crossbones,None,Emerald Gem,None,None,None,None,8,10,2.666666667,17.09401709,145.4545455,320,61.53846154,235.2941176,1.106960011,96.38554217,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,901.079263,548
7104,Novice,V2,Desert Goblin,Pixeled Deep Blue,Emerald Plate Banded,Diamondsledge,Whale,Emerald Pendant,Atlantic Trident,None,None,None,None,9,10,6.785411366,18.86792453,166.6666667,320,53.33333333,142.8571429,57.14285714,98.7654321,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,899.3548121,549
6241,Worker,V1,Forest Goblin,Big Pixel Salmon,Ruby Trophy,Skull Cruncher,Amethyst gold wings,None,Arrow Head,Orange Mage Hat,None,None,None,9,1.138141983,2.666666667,17.4291939,153.8461538,145.4545455,66.66666667,181.8181818,1.106960011,105.2631579,200,1.009591116,1.006036217,1.001627645,20.88772846,899.2946517,550
6913,Worker,V2,Desert Goblin,Pixeled Grape,Chromium Multilayered,Steel Gutknife,Crossbones,None,Silver Spade,None,None,None,None,8,1.138141983,6.785411366,18.86792453,145.4545455,320,53.33333333,235.2941176,1.106960011,105.2631579,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,898.7825446,551
6965,Novice,V1,Tundra Troll,Pixeled Violet,Rattlesnake Banded,Double Bleeder,Yellow canary gold wings,Topaz Pendant,Rising Phoenix,None,None,None,None,9,10,2.666666667,18.26484018,160,320,61.53846154,156.8627451,65.04065041,79.20792079,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,898.5173288,552
7088,Worker,V3,Tundra Goblin,Pixeled Maroon,Ozmium Sword,Steel Gutknife,Crossbones,None,The All Seeing Eye,None,None,None,None,8,1.138141983,2.094240838,20.10050251,148.1481481,320,53.33333333,235.2941176,1.106960011,105.2631579,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,898.0175548,553
7381,Novice,V3,Tundra Troll,Pixeled Scarlett,Diamond Handguard,Pulveriser 3000,Griffin shield,None,Atlantic Trident,None,None,None,None,8,10,2.094240838,18.26484018,150.9433962,320,80,205.1282051,1.106960011,98.7654321,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,897.8420269,554
7125,Worker,V1,Desert Orc,Pixeled Pool Water,Lavacore Big Bertha,Can Opener,Wen Moon,None,Atlantic Trident,None,None,None,None,8,1.138141983,2.666666667,17.09401709,177.7777778,320,61.53846154,205.1282051,1.106960011,98.7654321,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,896.7546147,555
6966,Worker,V1,Harbor Elf,Pixeled Grass,Rattlesnake Banded,Rockvice,Rainbow,None,Persian Moon,None,None,None,None,8,1.138141983,2.666666667,17.54385965,235.2941176,320,53.33333333,160,1.106960011,94.11764706,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,896.7396787,556
6858,Novice,V3,Desert Goblin,Pixeled Forest,Gold Suspended Shaft,Diamond Crusher,Yellow canary gold wings,Ruby Pendant,Raptor Tooth,None,None,None,None,9,10,2.094240838,18.86792453,148.1481481,320,50,156.8627451,69.56521739,95.23809524,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,895.7124154,557
7410,Novice,V1,Starburst Elf,Pixeled Pool Water,Zebra Tapered,Turbo Pick,Griffin shield,None,Sky Diamond,None,None,None,None,8,10,2.666666667,17.31601732,177.7777778,320,53.33333333,205.1282051,1.106960011,96.38554217,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,895.2534548,558
7235,Novice,V3,Starburst Elf,Pixeled Forest,Mithril Suspended Shaft,Turbo Pick,Crossbones,None,Emerald Gem,None,None,None,None,8,10,2.094240838,17.31601732,148.1481481,320,53.33333333,235.2941176,1.106960011,96.38554217,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,895.2173118,559
7096,Worker,V3,Desert Orc,Pixeled Aqua,Ozmium Sword,Rock Splitter,Gold eyed Skull,None,Rising Phoenix,None,None,None,None,8,1.138141983,2.094240838,17.09401709,142.8571429,320,61.53846154,258.0645161,1.106960011,79.20792079,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,894.6403536,560
7249,Novice,V1,Desert Troll,Pixeled Deep Blue,Mithril Suspended Shaft,Ornate Gemcutter,Crossbones,None,Rising Phoenix,None,None,None,None,8,10,2.666666667,17.77777778,166.6666667,320,50,235.2941176,1.106960011,79.20792079,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,894.2590619,561
7378,Novice,V3,Desert Goblin,Pixeled Orange Slice,Diamond Handguard,The Fatman,Yellow canary gold wings,Emerald Pendant,Rising Phoenix,None,None,None,None,9,10,2.094240838,18.86792453,163.2653061,320,61.53846154,156.8627451,57.14285714,79.20792079,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,893.9155002,562
7459,Novice,V3,Sunsoul Dwarf,Pixeled Deep Blue,Lizardshell Sword,Ornate Pick,Griffin shield,None,The All Seeing Eye,None,None,None,None,8,10,2.094240838,17.77777778,166.6666667,320,53.33333333,205.1282051,1.106960011,105.2631579,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,892.909294,563
6906,Worker,V3,Sunsoul Cyclops,Pixeled Sky Blue,Chromium Multilayered,Pulveriser 3000,Wen Moon,None,Sky Diamond,None,None,None,None,8,1.138141983,2.094240838,18.47575058,156.8627451,320,80,205.1282051,1.106960011,96.38554217,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,892.7305382,564
7241,Novice,V3,Desert Orc,Pixeled Sandstorm,Mithril Suspended Shaft,Rockvice,Rainbow,Topaz Pendant,Persian Moon,None,None,None,None,9,10,2.094240838,17.09401709,145.4545455,320,53.33333333,160,65.04065041,94.11764706,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,892.0704783,565
7620,Novice,V3,Sunsoul Cyclops,Gradient Pixeled Sun,Titanium Ten Rings,Rockvice,None,Emerald Pendant,Rose Quartz,None,None,None,None,8,10,2.094240838,18.47575058,235.2941176,400,53.33333333,1.429337145,57.14285714,102.5641026,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,891.8726916,566
7200,Novice,V1,Desert Troll,Pixeled Deep Blue,Gold Stabilizer,Can Opener,Wen Moon,None,Raptor Tooth,None,None,None,None,8,10,2.666666667,17.77777778,166.6666667,320,61.53846154,205.1282051,1.106960011,95.23809524,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,891.6617854,567
7467,Novice,V2,Sunsoul Cyclops,Pixeled Hot Pink,Lizardshell Sword,Stacked Slicer,Rainbow,None,Persian Moon,None,None,None,None,8,10,6.785411366,18.47575058,216.2162162,320,53.33333333,160,1.106960011,94.11764706,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,891.5742709,568
5977,Worker,V3,Sunsoul Cyclops,Big Pixel Neon Green,Amethyst Key,Rockmasher,Le Fluer Guard,None,Yellow Apatite,Royal Blue Mage Hat,None,None,None,9,1.138141983,2.094240838,18.47575058,119.4029851,145.4545455,80,195.1219512,1.106960011,126.984127,177.7777778,1.009591116,1.006036217,1.001627645,20.88772846,891.4614634,569
6940,Worker,V1,Desert Dwarf,Pixeled Grass,Tripmetal Spike Core,Double Bleeder,Rainbow,None,Rising Phoenix,None,None,None,None,8,1.138141983,2.666666667,18.43317972,235.2941176,320,61.53846154,160,1.106960011,79.20792079,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,890.9244007,570
7661,Novice,V1,Forest Troll,Gradient Pixeled Sun,Tripmetal Trophy,Stacked Slicer,None,Amethyst Pendant,BTC,None,None,None,None,8,10,2.666666667,16.77148847,235.2941176,400,53.33333333,1.429337145,55.94405594,102.5641026,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,889.5420542,571
7463,Novice,V2,Desert Goblin,Pixeled Violet,Lizardshell Sword,Steel Gutknife,Whale,Emerald Pendant,Raptor Tooth,None,None,None,None,9,10,6.785411366,18.86792453,160,320,53.33333333,142.8571429,57.14285714,95.23809524,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,889.1608086,572
7315,Novice,V3,Harbor Cyclops,Pixeled Forest,Rattlesnake Spike Core,Double Bleeder,Rainbow,Topaz Pendant,Rising Phoenix,None,None,None,None,9,10,2.094240838,17.7383592,148.1481481,320,61.53846154,160,65.04065041,79.20792079,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,888.7038251,573
7510,Novice,V3,Tundra Goblin,Pixeled Grape,Leopard Big Bertha,Turbo Pick,Yellow canary gold wings,Gold Pendant,Emerald Gem,None,None,None,None,9,10,2.094240838,20.10050251,145.4545455,320,53.33333333,156.8627451,58.82352941,96.38554217,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,887.990483,574
8189,Novice,V3,Starburst Elf,Pixeled Deep Blue,Lizardshell Sword,Dragon Tail,None,None,Silver Spade,Orange Mage Hat,None,None,None,8,10,2.094240838,17.31601732,166.6666667,320,53.33333333,1.429337145,1.106960011,105.2631579,200,1.009591116,1.006036217,1.001627645,7.490636704,887.7176049,575
7230,Novice,V3,Tundra Elf,Pixeled Orange Slice,Mithril Suspended Shaft,Bumper,Griffin shield,None,Persian Moon,None,None,None,None,8,10,2.094240838,18.26484018,163.2653061,320,61.53846154,205.1282051,1.106960011,94.11764706,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,887.0546133,576
6869,Novice,V1,Harbor Elf,Pixeled Orange Slice,Gold Suspended Shaft,Hydraulic Rock Piercer,Whale,Emerald Pendant,Raptor Tooth,None,None,None,None,9,10,2.666666667,17.54385965,163.2653061,320,53.33333333,142.8571429,57.14285714,95.23809524,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,886.9833052,577
7242,Novice,V1,Desert Cyclops,Pixeled Violet,Mithril Suspended Shaft,Stacked Slicer,Whale,Gold Pendant,Raptor Tooth,None,None,None,None,9,10,2.666666667,18.82352941,160,320,53.33333333,142.8571429,58.82352941,95.23809524,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,886.6783411,578
7085,Novice,V3,Desert Dwarf,Pixeled Grape,Ozmium Sword,Turbo Pick,Rainbow,Amethyst Pendant,Emerald Gem,None,None,None,None,9,10,2.094240838,18.43317972,145.4545455,320,53.33333333,160,55.94405594,96.38554217,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,886.5809416,579
7080,Worker,V3,Tundra Troll,Pixeled Violet,Ozmium Sword,Bumper,Griffin shield,None,Silver Spade,None,None,None,None,8,1.138141983,2.094240838,18.26484018,160,320,61.53846154,205.1282051,1.106960011,105.2631579,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,886.07296,580
7585,Apprentice,V1,Forest Goblin,Gradient Pixeled Forest,Plaidmetal Nut & Bolt,Wedge Sledge,None,Gold Pendant,ETH,None,None,None,None,8,66.66666667,2.666666667,17.4291939,177.7777778,400,53.33333333,1.429337145,58.82352941,96.38554217,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,886.0509995,581
7108,Novice,V3,Forest Goblin,Pixeled Sun,Emerald Plate Banded,Diamond Crusher,Yellow canary gold wings,Sapphire Pendant,Raptor Tooth,None,None,None,None,9,10,2.094240838,17.4291939,140.3508772,320,50,156.8627451,68.96551724,95.23809524,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,885.8767136,582
6993,Worker,V3,Tundra Troll,Pixeled Pool Water,Lavacore Triple,Slate Stinger,Griffin shield,None,Raptor Tooth,None,None,None,None,8,1.138141983,2.094240838,18.26484018,177.7777778,320,53.33333333,205.1282051,1.106960011,95.23809524,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,885.6205469,583
7177,Novice,V1,Harbor Dwarf,Pixeled Sun,Rubycore Stacked,Rockclaw,Crossbones,None,Emerald Gem,None,None,None,None,8,10,2.666666667,17.7383592,140.3508772,320,50,235.2941176,1.106960011,96.38554217,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,885.0814753,584
7005,Novice,V2,Desert Orc,Pixeled Deep Blue,Opal Handguard,Bumper,None,None,Rising Phoenix,Pink Mage Hat,None,None,None,8,10,6.785411366,17.09401709,166.6666667,320,61.53846154,1.429337145,1.106960011,79.20792079,210.5263158,1.009591116,1.006036217,1.001627645,7.490636704,884.8629821,585
7145,Worker,V3,Tundra Troll,Pixeled Grape,Lavacore Big Bertha,Wedge Sledge,Crossbones,None,Emerald Gem,None,None,None,None,8,1.138141983,2.094240838,18.26484018,145.4545455,320,53.33333333,235.2941176,1.106960011,96.38554217,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,884.610674,586
7395,Novice,V2,Forest Orc,Pixeled Sandstorm,Diamond Handguard,Wedge Sledge,Whale,Amethyst Pendant,Silver Spade,None,None,None,None,9,10,6.785411366,19.8019802,145.4545455,320,53.33333333,142.8571429,55.94405594,105.2631579,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,884.3756712,587
6841,Novice,V3,Forest Goblin,Pixeled Scarlett,Ruby Stabilizer,Rockvice,Whale,Emerald Pendant,The All Seeing Eye,None,None,None,None,9,10,2.094240838,17.4291939,150.9433962,320,53.33333333,142.8571429,57.14285714,105.2631579,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,883.9993663,588
7400,Novice,V2,Forest Goblin,Pixeled Hot Pink,Zebra Tapered,Can Opener,Whale,None,Sky Diamond,None,None,None,None,8,10,6.785411366,17.4291939,216.2162162,320,61.53846154,142.8571429,1.106960011,96.38554217,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,883.8578804,589
7121,Novice,V3,Harbor Elf,Pixeled Banana,Emerald Plate Banded,Rock Splitter,None,None,Raptor Tooth,Pink Mage Hat,None,None,None,8,10,2.094240838,17.54385965,153.8461538,320,61.53846154,1.429337145,1.106960011,95.23809524,210.5263158,1.009591116,1.006036217,1.001627645,7.490636704,883.8313157,590
7501,Novice,V1,Sunsoul Cyclops,Pixeled Banana,Leopard Big Bertha,Spiked Pick,None,None,Silver Spade,Pink Mage Hat,None,None,None,8,10,2.666666667,18.47575058,153.8461538,320,50,1.429337145,1.106960011,105.2631579,210.5263158,1.009591116,1.006036217,1.001627645,7.490636704,883.8222336,591
7837,Novice,V3,Tundra Elf,Gradient Pixeled Sun,Tripmetal Lamp,Slicer,None,Sapphire Pendant,Diamond Hands,None,None,None,None,8,10,2.094240838,18.26484018,235.2941176,400,50,1.429337145,68.96551724,86.02150538,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,883.6085108,592
7124,Worker,V3,Sunsoul Dwarf,Pixeled Pool Water,Emerald Plate Banded,Ornate Gemcutter,Griffin shield,None,Sky Diamond,None,None,None,None,8,1.138141983,2.094240838,17.77777778,177.7777778,320,50,205.1282051,1.106960011,96.38554217,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,882.9475981,593
6703,Worker,V3,Desert Orc,Big Pixel Gold,Ruby Orbweaver,Steel Nail,Gold Griffin face,None,Yellow Apatite,Royal Blue Mage Hat,None,None,None,9,1.138141983,2.094240838,17.09401709,125,145.4545455,80,181.8181818,1.106960011,126.984127,177.7777778,1.009591116,1.006036217,1.001627645,20.88772846,882.3729754,594
7160,Novice,V1,Galactic Orc,Pixeled Sandstorm,Goldensteel Lance,Turbo Pick,Yellow canary gold wings,Amethyst Pendant,Sky Diamond,None,None,None,None,9,10,2.666666667,16.59751037,145.4545455,320,53.33333333,156.8627451,55.94405594,96.38554217,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,882.1804432,595
6908,Worker,V3,Sunsoul Cyclops,Pixeled Pool Water,Chromium Multilayered,Diamond Crusher,Griffin shield,None,Persian Moon,None,None,None,None,8,1.138141983,2.094240838,18.47575058,177.7777778,320,50,205.1282051,1.106960011,94.11764706,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,881.3776758,596
7151,Worker,V1,Harbor Dwarf,Pixeled Sandstorm,Goldensteel Lance,Spiked Pick,Crossbones,None,Sky Diamond,None,None,None,None,8,1.138141983,2.666666667,17.7383592,145.4545455,320,50,235.2941176,1.106960011,96.38554217,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,881.3232855,597
7446,Novice,V1,Starburst Elf,Pixeled Sun,Osmium Basher,Rock Splitter,Whale,Amethyst Pendant,The All Seeing Eye,None,None,None,None,9,10,2.666666667,17.31601732,140.3508772,320,61.53846154,142.8571429,55.94405594,105.2631579,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,880.8724236,598
7771,Novice,V2,Desert Goblin,Gradient Pixeled Orange Slice,Polka Nut & Bolt,Rockclaw,None,Sapphire Pendant,BTC,None,None,None,None,8,10,6.785411366,18.86792453,210.5263158,400,50,1.429337145,68.96551724,102.5641026,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,880.677561,599
6879,Novice,V3,Harbor Elf,Pixeled Sun,Gold Supershaft,Diamondsledge,Rainbow,Emerald Pendant,Raptor Tooth,None,None,None,None,9,10,2.094240838,17.54385965,140.3508772,320,53.33333333,160,57.14285714,95.23809524,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,880.6393075,600
7105,Novice,V1,Starburst Elf,Pixeled Pool Water,Emerald Plate Banded,Bumper,None,None,Sky Diamond,Hot Pink Mage Hat,None,None,None,8,10,2.666666667,17.31601732,177.7777778,320,61.53846154,1.429337145,1.106960011,96.38554217,181.8181818,1.009591116,1.006036217,1.001627645,7.490636704,880.5468361,601
7253,Novice,V2,Harbor Elf,Pixeled Scarlett,Chromium Supershaft,The Fatman,Wen Moon,None,Raptor Tooth,None,None,None,None,8,10,6.785411366,17.54385965,150.9433962,320,61.53846154,205.1282051,1.106960011,95.23809524,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,879.8233415,602
7102,Worker,V1,Forest Orc,Pixeled Grass,Emerald Plate Banded,Rockclaw,Whale,None,Raptor Tooth,None,None,None,None,8,1.138141983,2.666666667,19.8019802,235.2941176,320,50,142.8571429,1.106960011,95.23809524,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,879.642057,603
7388,Novice,V3,Galactic Orc,Pixeled Sandstorm,Diamond Handguard,Steel Gutknife,Whale,Ruby Pendant,Persian Moon,None,None,None,None,9,10,2.094240838,16.59751037,145.4545455,320,53.33333333,142.8571429,69.56521739,94.11764706,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,878.9556814,604
7271,Novice,V1,Forest Orc,Pixeled Hot Pink,Chromium Supershaft,Rock Splitter,Yellow canary gold wings,None,Rising Phoenix,None,None,None,None,8,10,2.666666667,19.8019802,216.2162162,320,61.53846154,156.8627451,1.106960011,79.20792079,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,878.9399029,605
7521,Novice,V3,Tundra Elf,Pixeled Banana,Leopard Big Bertha,Rock Splitter,Wen Moon,None,Raptor Tooth,None,None,None,None,8,10,2.094240838,18.26484018,153.8461538,320,61.53846154,205.1282051,1.106960011,95.23809524,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,878.7559092,606
6989,Novice,V1,Galactic Orc,Pixeled Deep Blue,Lavacore Triple,Regal Rockslicer,None,None,Emerald Gem,Orange Mage Hat,None,None,None,8,10,2.666666667,16.59751037,166.6666667,320,53.33333333,1.429337145,1.106960011,96.38554217,200,1.009591116,1.006036217,1.001627645,7.490636704,878.693908,607
7137,Novice,V3,Forest Goblin,Pixeled Sun,Lavacore Big Bertha,Slicer,Rainbow,Emerald Pendant,Emerald Gem,None,None,None,None,9,10,2.094240838,17.4291939,140.3508772,320,50,160,57.14285714,96.38554217,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,878.3387554,608
7095,Novice,V1,Harbor Dwarf,Pixeled Sandstorm,Ozmium Sword,Wedge Sledge,None,None,The All Seeing Eye,Pink Mage Hat,None,None,None,8,10,2.666666667,17.7383592,145.4545455,320,53.33333333,1.429337145,1.106960011,105.2631579,210.5263158,1.009591116,1.006036217,1.001627645,7.490636704,878.0265672,609
6985,Novice,V1,Starburst Elf,Pixeled Sandstorm,Lavacore Triple,Turbo Pick,None,None,Silver Spade,Pink Mage Hat,None,None,None,8,10,2.666666667,17.31601732,145.4545455,320,53.33333333,1.429337145,1.106960011,105.2631579,210.5263158,1.009591116,1.006036217,1.001627645,7.490636704,877.6042253,610
7345,Novice,V1,Forest Goblin,Pixeled Violet,Lavacore Triple Banded,Wedge Sledge,Griffin shield,None,Emerald Gem,None,None,None,None,8,10,2.666666667,17.4291939,160,320,53.33333333,205.1282051,1.106960011,96.38554217,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,877.5888536,611
7075,Novice,V1,Desert Dwarf,Pixeled Grape,Ozmium Sword,Can Opener,Whale,Emerald Pendant,Persian Moon,None,None,None,None,9,10,2.666666667,18.43317972,145.4545455,320,61.53846154,142.8571429,57.14285714,94.11764706,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,877.1465446,612
6911,Worker,V1,Desert Troll,Pixeled Scarlett,Chromium Multilayered,Bone Nail,Wen Moon,None,Silver Spade,None,None,None,None,8,1.138141983,2.666666667,17.77777778,150.9433962,320,61.53846154,205.1282051,1.106960011,105.2631579,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,877.1017196,613
6830,Novice,V1,Starburst Elf,Pixeled Sandstorm,Ruby Stabilizer,Bumper,Rainbow,Amethyst Pendant,Rising Phoenix,None,None,None,None,9,10,2.666666667,17.31601732,145.4545455,320,61.53846154,160,55.94405594,79.20792079,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,877.0637119,614
7285,Novice,V3,Tundra Goblin,Pixeled Sky Blue,Peacock Multilayered,Turbo Pick,Wen Moon,None,Emerald Gem,None,None,None,None,8,10,2.094240838,20.10050251,156.8627451,320,53.33333333,205.1282051,1.106960011,96.38554217,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,876.5504815,615
7603,Apprentice,V3,Tundra Troll,Gradient Pixeled Deep Blue,Polka Cogged,Skull Cruncher,None,None,Magic Butterfly,None,None,None,None,7,66.66666667,2.094240838,18.26484018,195.1219512,400,66.66666667,1.429337145,1.106960011,117.6470588,1.031060704,1.009591116,1.006036217,1.001627645,3.408606732,876.454644,616
7391,Novice,V1,Forest Troll,Pixeled Sky Blue,Diamond Handguard,Rockvice,Wen Moon,None,Sapphire Gem,None,None,None,None,8,10,2.666666667,16.77148847,156.8627451,320,53.33333333,205.1282051,1.106960011,98.7654321,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,876.1737832,617
7218,Novice,V1,Desert Orc,Pixeled Grape,Gold Stabilizer,Slate Stinger,Crossbones,None,Rising Phoenix,None,None,None,None,8,10,2.666666667,17.09401709,145.4545455,320,53.33333333,235.2941176,1.106960011,79.20792079,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,875.6965134,618
6246,Worker,V3,Desert Cyclops,Big Pixel Lemon,Ruby Trophy,Gem Stomper,Skull,None,Blaze of Fire,Orange Mage Hat,None,None,None,9,1.138141983,2.094240838,18.82352941,121.2121212,145.4545455,66.66666667,200,1.106960011,95.23809524,200,1.009591116,1.006036217,1.001627645,20.88772846,875.6392843,619
7537,Novice,V3,Tundra Elf,Pixeled Orange Slice,Snow Leopard Lance,Slicer,Wen Moon,None,Persian Moon,None,None,None,None,8,10,2.094240838,18.26484018,163.2653061,320,50,205.1282051,1.106960011,94.11764706,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,875.5161517,620
7458,Novice,V2,Tundra Elf,Pixeled Banana,Lizardshell Sword,Diamond Crusher,Griffin shield,None,Sapphire Gem,None,None,None,None,8,10,6.785411366,18.26484018,153.8461538,320,50,205.1282051,1.106960011,98.7654321,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,875.435955,621
7011,Novice,V1,Tundra Troll,Pixeled Banana,Opal Handguard,Bone Nail,None,None,The All Seeing Eye,Navy Blue Mage Hat,None,None,None,8,10,2.666666667,18.26484018,153.8461538,320,61.53846154,1.429337145,1.106960011,105.2631579,190.4761905,1.009591116,1.006036217,1.001627645,7.490636704,875.0996594,622
7631,Novice,V3,Starburst Elf,Gradient Pixeled Orange Slice,Lavacore Lamp,Rockclaw,None,Ruby Pendant,BTC,None,None,None,None,8,10,2.094240838,17.31601732,210.5263158,400,50,1.429337145,69.56521739,102.5641026,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,875.0341834,623
6900,Worker,V1,Sunsoul Cyclops,Pixeled Forest,Chromium Multilayered,Can Opener,Griffin shield,None,Silver Spade,None,None,None,None,8,1.138141983,2.666666667,18.47575058,148.1481481,320,61.53846154,205.1282051,1.106960011,105.2631579,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,875.0044443,624
6984,Worker,V1,Starburst Elf,Pixeled Deep Blue,Lavacore Triple,Ornate Pick,Griffin shield,None,Raptor Tooth,None,None,None,None,8,1.138141983,2.666666667,17.31601732,166.6666667,320,53.33333333,205.1282051,1.106960011,95.23809524,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,874.1330387,625
7541,Novice,V3,Galactic Orc,Pixeled Hot Pink,Snow Leopard Lance,Rockvice,Whale,None,Atlantic Trident,None,None,None,None,8,10,2.094240838,16.59751037,216.2162162,320,53.33333333,142.8571429,1.106960011,98.7654321,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,872.5097881,626
